sample_id,timestamp,subject_id,session_id,camera_position,lighting_condition,exercise_type,active_arm,rom_elbow,upper_arm_angle_std,torso_sway_range,shoulder_angle_range,rep_duration,up_phase_duration,down_phase_duration,elbow_velocity_mean,elbow_velocity_std,motion_smoothness,elbow_drift_range,mean_visibility,label,error_type,notes
20,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,118.46,10.97,2.15,29.81,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
21,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,110.12,12.93,3.04,55.94,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
22,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,115.71,12.27,1.73,47.4,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
23,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,105.09,14.33,3.15,58.22,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
24,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,112.86,11.38,1.59,53.78,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
25,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,133.05,16.47,12.06,48.66,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
26,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,118.72,14.26,1.76,66.48,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
27,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,110.85,24.89,1.22,118.8,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
28,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,109.48,18.71,2.49,58.94,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
29,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,103.22,19.95,2.76,71.04,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,not_full_up,bad form
30,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,112.22,17.17,1.58,69.77,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
31,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,106.73,16.94,1.85,55.13,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
32,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,120.46,12.11,1.86,30.47,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
33,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,116.88,13.95,1.72,42.15,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
34,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,129.7,13.38,3.65,64.58,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
35,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,102.18,17.86,2.51,53.29,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,not_full_up,bad form
36,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,113.63,8.7,2.19,25.86,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
37,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,114.89,3.79,1.79,11.29,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,unknown_incorrect,bad form
38,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,111.56,9.55,2.26,29.17,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
39,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,117.71,10.84,2.11,32.61,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
40,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,120.48,8.7,3.41,28.95,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
41,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,109.73,10.71,3.25,37.46,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
42,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,112.86,11.02,3.8,32.77,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
43,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,113.08,10.4,1.59,28.67,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
44,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,125.27,9.31,3.44,29.03,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
45,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,125.61,12.18,2.86,40.54,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
46,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,118.95,11.83,3.4,34.77,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,elbow_swing,bad form
47,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,104.89,13.28,2.63,43.94,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,incorrect,not_full_up,bad form
48,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,114.28,10.24,3.56,34.9,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
49,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,113.48,19.43,4.06,75.95,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
50,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,110.87,3.29,2.53,13.23,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
51,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,109.13,6.83,2.32,31.41,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
52,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,111.05,15.13,3.78,56.66,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
53,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,118.76,4.69,2.79,12.23,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
54,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,119.78,3.19,2.96,12.86,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
55,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,116.24,3.31,1.87,10.66,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
56,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,104.34,5.15,2.88,15.61,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
57,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,110.92,2.7,3.77,4.59,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
58,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,111.8,3.27,2.05,9.54,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
59,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,109.35,5.49,2.9,30.06,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
60,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,104.59,3.55,3.98,9.09,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
61,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,108.66,3.24,3.27,10.63,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
62,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,110.23,2.28,2.73,9.27,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
63,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,109.56,1.47,3.75,4.51,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
64,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,115.35,2.28,3.76,8.13,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
65,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,107.65,1.72,2.44,7.23,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
66,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,111.02,3.47,4.23,10.64,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
67,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,115.42,2.41,2.55,8.54,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
68,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,117.82,2.36,2.3,8.48,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
69,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,107.96,1.15,2.82,7.55,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
70,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,114.27,2.58,2.55,7.79,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
71,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,115.75,2.85,2.49,8.67,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
72,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,119.72,2.5,3.07,15.45,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
73,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,108.13,1.95,1.96,5.68,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
74,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,124.02,3.04,2.89,11.11,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
75,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,124.23,3.51,1.91,14.66,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
76,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,111.76,3.52,5.69,14.56,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
77,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,109.4,3.4,3.16,8.5,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
78,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,108.75,4.63,4.0,15.95,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
79,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,113.54,20.67,3.83,97.33,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
80,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,115.62,3.55,3.16,11.28,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
81,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,116.93,4.68,2.32,14.19,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
82,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,114.72,4.33,1.81,16.4,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
83,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,117.33,5.11,2.55,18.92,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
84,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,109.09,23.16,3.71,84.41,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
85,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,115.51,8.49,1.41,41.72,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
1,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,116.01,2.45,2.22,10.52,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
2,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,110.89,2.73,3.37,10.46,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
3,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,105.24,3.03,2.73,9.83,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
4,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,127.29,2.02,1.5,6.67,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
5,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,111.98,1.84,1.81,4.79,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
6,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,132.56,4.14,2.08,13.75,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
7,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,108.22,2.08,2.77,9.95,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
8,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,119.8,2.97,1.55,11.68,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
9,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,113.67,2.92,1.92,12.36,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
10,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,109.75,3.67,5.46,13.03,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
11,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,122.3,2.47,2.75,9.89,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
12,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,124.52,3.26,1.66,12.63,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
13,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,106.7,2.47,2.48,11.86,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
14,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,112.26,2.98,5.59,7.24,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
15,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,109.7,3.49,2.22,12.32,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
16,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,106.05,5.24,1.99,16.32,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
17,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,110.57,2.21,2.44,6.64,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
18,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,119.51,2.09,1.13,11.37,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
19,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,113.16,2.24,2.16,5.9,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
20,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,112.03,2.87,2.22,7.02,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
21,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,108.69,2.61,1.93,9.08,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
22,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,116.05,2.72,2.84,7.99,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
23,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,115.12,3.84,1.18,12.9,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
24,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,120.62,2.27,1.3,9.63,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
25,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,117.57,3.07,1.71,12.92,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
26,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,127.78,7.05,1.75,19.77,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
27,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,128.39,6.6,3.2,21.61,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
28,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,110.63,5.93,2.53,21.6,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
29,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,114.06,1.96,1.95,6.36,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
30,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,113.64,6.53,2.46,25.07,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
31,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,107.83,4.32,2.21,20.5,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
32,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,107.46,8.13,1.74,26.01,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
33,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,160.27,19.01,9.97,165.32,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
34,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,116.27,2.33,2.4,8.7,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
35,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,117.68,1.77,1.26,7.43,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
36,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,111.41,1.87,2.33,11.44,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
37,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,120.62,2.95,1.17,11.95,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
38,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,114.13,8.04,1.22,30.26,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
39,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,112.09,2.56,2.7,11.32,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
40,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,113.04,3.44,1.99,13.66,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
41,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,115.72,3.47,1.37,14.77,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
42,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,122.66,2.28,1.85,6.59,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
43,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,114.36,1.59,1.39,5.89,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
44,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,115.99,2.59,1.43,8.98,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
45,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,115.9,2.09,1.34,4.99,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
46,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,109.45,3.9,1.89,13.66,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
47,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,left,108.23,5.14,3.06,22.62,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
48,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,105.27,2.37,2.48,8.95,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
49,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,118.36,6.01,5.4,22.68,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
50,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,100.88,6.61,4.06,20.69,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
51,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,110.51,6.38,6.27,23.55,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
52,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,110.75,1.4,3.07,10.5,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
53,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,101.66,7.65,2.17,23.65,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
54,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,88.67,5.02,2.57,20.33,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
55,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,104.41,4.62,2.79,18.14,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
56,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,104.47,3.03,3.52,13.6,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
57,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,118.17,3.8,2.83,15.83,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
58,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,112.35,4.21,4.26,15.43,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
59,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,115.08,1.57,1.62,7.63,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
60,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,117.87,2.53,4.47,13.42,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
61,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,109.86,7.24,2.84,22.6,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
62,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,101.26,9.82,3.49,30.73,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
63,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,110.16,3.84,2.84,15.87,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
64,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,112.6,6.18,2.28,24.49,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
65,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,106.29,1.51,4.31,12.67,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
66,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,109.9,3.92,1.06,11.33,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
67,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,109.57,3.63,1.54,9.64,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
68,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,124.21,3.13,1.9,12.46,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
69,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,115.56,2.75,1.27,12.38,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
70,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,115.61,2.46,1.67,11.87,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
71,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,120.83,3.01,3.36,12.98,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
72,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,123.16,2.56,1.88,11.91,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
73,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,110.93,1.47,1.58,7.27,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
74,2026-05-19T00:00:00,S00_Legacy,session_legacy,side,normal,biceps,right,114.19,3.06,1.53,14.5,1.5,0.75,0.75,140.0,120.0,0.05,0.1,0.95,correct,correct,good form
